aback,taken by surprise or caught off guard,,,,,,,,,,,
birth,(the process of giving birth to a child) the emergence of a baby or other young from the body of its mother; the start of life as a physically separate being.,,,,,,,,,,,
bison,a humped ox native to the Old World tropics, domesticated in India and SE Asia.,,,,,,,,,,
bitch,(a female dog) wolf, fox, or otter) a female dog, wolf, fox, or otter.,,,,,,
biter,a person or animal that bites, especially habitually.,,,,,,,,,,
bites,(of a person or animal) use the teeth to cut into something in order to eat it.,,,,,,,,,,,
bitsy,very small or tiny.,,,,,,,,,,,
bitty,consisting of small pieces.,,,,,,,,,,,
black,of the very darkest color owing to the absence of or complete absorption of light; the opposite of white.,,,,,,,,,,,
blade,the flat cutting edge of a knife, saw, or other tool or weapon.,,,,,,,,,
blame,feel or declare that (someone or something) is responsible for a fault or wrong.,,,,,,,,,,,
bland,(of food or drink) mild or insipid.,,,,,,,,,,,
blank,(of a surface or background) unrelieved by decorative or other features; bare, empty, or plain.,,,,,,,,,
blare,(of a loudspeaker or similar device) make a loud, harsh sound.,,,,,,,,,,
blase,unimpressed or indifferent to something because one has experienced or seen it so often before.,,,,,,,,,,,
blast,a destructive wave of highly compressed air spreading outwards from an explosion.,,,,,,,,,,,
blaze,a very large or fiercely burning fire.,,,,,,,,,,,
bleak,lacking vegetation and exposed to the elements.,,,,,,,,,,,
bleat,(of a sheep, goat, or calf) make a characteristic wavering cry.,,,,,,,,,
blebs,a small blister on the skin.,,,,,,,,,,,
bleed,(of a person or animal) lose blood from the body as a result of injury or illness.,,,,,,,,,,,
bleep,make a short, high-pitched sound.,,,,,,,,,,
blend,mix (a substance) with another substance so that they combine together as a mass.,,,,,,,,,,,
bless,pronounce words in a religious rite, to confer or invoke divine favor upon; ask God to look favorably on.,,,,,,,,,,
blimp,a small nonrigid airship or dirigible, especially one used for observation or as a barrage balloon.,,,,,,,,,,
blind,unable to see; sightless.,,,,,,,,,,,
bling,expensive, ostentatious clothing and jewelry.,,,,,,,,,,
blini,a small pancake, typically eaten with caviar, sour cream, or other garnishes.,,,,,,,,
blink,(of a person) shut and open the eyes quickly.,,,,,,,,,,,
blips,a temporary unexpected deviation from the normal value in an electrical signal or a sudden brief appearance of a sound.,,,,,,,,,,,
bliss,perfect happiness; great joy.,,,,,,,,,,,
blitz,a sudden, energetic, and concerted effort, typically on a specific task.,,,,,,,,
bloat,swell or cause to swell by pressure from inside.,,,,,,,,,,,
blobs,a small quantity of something thick and wet or sticky.,,,,,,,,,,,
block,put an obstacle in the way of (something proposed or attempted).,,,,,,,,,,,
blocs,a group of countries or political parties with common interests who have formed an alliance.,,,,,,,,,,,
blogs,a regularly updated website or web page, typically run by an individual or small group, that is written in an informal or conversational style.,,,,,,,,,
bloke,a man.,,,,,,,,,,,
blond,(of hair) fair or pale yellow.,,,,,,,,,,,
blood,the red liquid that circulates in the arteries and veins of humans and other vertebrate animals, carrying oxygen to and carbon dioxide from the tissues of the body.,,,,,,,,,,
bloom,a flower, especially one cultivated for its beauty.,,,,,,,,,,
bloop,a gentle, hollow, and muffled sound.,,,,,,,,,
blots,a dark mark or stain, typically one made by ink, paint, or dirt.,,,,,,,,
blown,(of glass or a container made of glass) formed by being blown when molten.,,,,,,,,,,,
blows,(of wind or air) move creating an air current.,,,,,,,,,,,
blued,(of metal) coated with a blue-black compound to protect against rust.,,,,,,,,,,,
blues,feelings of melancholy, sadness, or depression.,,,,,,,,,
bluey,(of a person's face) discolored or bruised.,,,,,,,,,,,
bluff,(of a cliff or rock face) presenting a bold, steep, and high front.,,,,,,,,,
blunt,(of a cutting implement) not having a sharp edge or point.,,,,,,,,,,,
blurb,a short description of a book, movie, or other product written for promotional purposes and appearing on the cover of a book or in an advertisement.,,,,,,,,,
blurs,make or become unclear or less distinct.,,,,,,,,,,,
blurt,utter (something) suddenly and without careful consideration.,,,,,,,,,,,
blush,develop a pink tinge in the face from embarrassment or shame.,,,,,,,,,,,
board,a long, thin, flat piece of wood or other hard material, used for floors or other building purposes.,,,,,,,,
boars,a wild pig of the genus Sus, with a tough hide and prominent tusks.,,,,,,,,,,
boast,brag; speak with excessive pride and self-satisfaction about one's achievements, possessions, or abilities.,,,,,,,,,
boats,a small vessel propelled on water by oars, sails, or an engine.,,,,,,,,,
bobby,a policeman.,,,,,,,,,,,
bocce,a game played with wooden balls that are rolled or thrown on a flat surface.,,,,,,,,,,,
boche,a German soldier or German troops collectively (used chiefly in World War I).,,,,,,,,,,,
boded,(of an event or situation) be a sign of (a future event).,,,,,,,,,,,
bodes,(of a situation or occurrence) augur well or ill.,,,,,,,,,,,
boffo,outstandingly successful; very impressive or popular.,,,,,,,,,,,
bogey,a person or thing that is the object of fear or suspicion.,,,,,,,,,,,
boggy,(of ground, a place, or area) containing much wet, soft ground; swampy.,,,,,,,,
bogie,a small railway truck.,,,,,,,,,,,
bogus,not genuine or true; fake.,,,,,,,,,,,
boils,(of a liquid) reach or cause to reach the temperature at which it bubbles and turns to vapor.,,,,,,,,,,,
bolas,a weapon consisting of two or more heavy balls secured to the ends of one or more strong cords, typically thrown by being swung in circles.,,,,,,,,,,
boles,the trunk or stem of a tree, especially when thick or substantial.,,,,,,,,,,
bolls,a rounded seed capsule, as that of the cotton or flax plant.,,,,,,,,,,
bolts,a long, metal pin or bar, in particular.,,,,,,,,,
bolus,a small rounded mass of a substance, especially of chewed food at the moment of swallowing.,,,,,,,,,,
bombe,a dessert consisting of ice cream in a shell of meringue or pastry, typically flambéed.,,,,,,,,,,
bombs,a container filled with explosive, incendiary material, smoke, gas, or other destructive substance, designed to explode on impact or when detonated by a timing, proximity, or remote-control device.,,,,
bonds,an agreement with legal force, in particular.,,,,,,,,,,
boned,prepare (meat or fish) by removing the bones.,,,,,,,,,,,
boner,a stupid mistake.,,,,,,,,,,,
bones,the hard, rigid form of connective tissue constituting most of the skeleton of vertebrates, composed chiefly of calcium salts.,,,,,,,,,
boney,of or like bone.,,,,,,,,,,,
bongo,a large forest antelope, especially of the genus Tragelaphus.,,,,,,,,,,
bonks,hit (someone or something) hard on the head.,,,,,,,,,,,
bonny,(of a child or animal) attractive and healthy-looking.,,,,,,,,,,,
bonus,something welcome and often unexpected that accompanies and enhances something that is itself good.,,,,,,,,,,,
boobs,a woman's breast.,,,,,,,,,,,
booby,a stupid person.,,,,,,,,,,,
booed,(of a group of people) make a noise to express disapproval or contempt.,,,,,,,,,,,
books,a set of written, printed, or blank sheets bound together into a volume.,,,,,,,,,
booms,a deep, hollow, resonant sound, typically made by an explosion or a bass instrument.,,,,,,,,
boomy,of sound) full and resonant; booming.,,,,,,,,,,,
boons,a thing that is helpful or beneficial.,,,,,,,,,,,
boors,(especially of a man) rough and bad-mannered; coarse.,,,,,,,,,,,
boost,help or encourage (something) to increase or improve.,,,,,,,,,,,
booth,a small temporary tent or structure at a market, fair, or exhibition, used for selling goods, providing information, or staging shows.,,,,,,
boots,a covering for the foot and ankle, typically made of leather and having a sturdy sole and not reaching above the ankle.,,,,,,,,,,
booty,plunder taken from an enemy in time of war, or from a victim in time of peace.,,,,,,,,,,
booze,alcoholic drink.,,,,,,,,,,,
boozy,drunk.,,,,,,,,,,,
boppy,Of, relating to, or being a style of jazz characterized by rhythmic and harmonic complexity, improvised solo performances, and a brilliant style of execution.,,,,,,,
borax,a white mineral often found in dry lake beds.,,,,,,,,,,,
bored,(of a person) feeling weary because one is unoccupied or lacks interest in one's current activity.,,,,,,,,,,,
borer,a person or thing that bores.,,,,,,,,,,,
bores,(of a person or a person's actions) make (someone) feel weary and uninterested by tedious talk or dullness.,,,,,,,,,,,
boric,of or relating to boron.,,,,,,,,,,,
borne,(past participle of bear) carried or transported by.,,,,,,,,,,,
boron,the chemical element of atomic number 5, a nonmetallic solid.,,,,,,,,,,
bosom,a person's chest.,,,,,,,,,,,
boson,a subatomic particle, such as a photon, which has zero or integral spin and follows the statistical description given by S. N. Bose and Einstein.,,,,,,,,,
bossy,inclined to domineer; overbearing.,,,,,,,,,,,
bosun,the officer in a merchant ship who is responsible for the maintenance of the ship and its equipment and for the welfare of its crew.,,,,,,,,,,,
botch,carry out (a task) badly or carelessly.,,,,,,,,,,,
bough,a main branch of a tree.,,,,,,,,,,,
boule,a game played in an enclosed court by two or four players, who strike the ball with long-handled rackets.,,,,,,,,,,
bound,walk or run with leaping strides.,,,,,,,,,,,
bouts,a short period of intense activity of a specified kind.,,,,,,,,,,,
bowed,past of bow.,,,,,,,,,,,
bowel,a flexible muscular tube that connects the stomach and the large intestine; the intestine.,,,,,,,,,,,
bower,a pleasant shady place under trees or climbing plants in a garden or wood.,,,,,,,,,,,
bowls,a game played with heavy bowls, the aim of which is to propel one's bowl so that it comes to rest as close as possible to a stationary target ball.,,,,,,,,,,
boxed,(of a person or an object) enclosed in a box.,,,,,,,,,,,
boxer,a person who participates in the sport of boxing.,,,,,,,,,,,
boxes,a container with a flat base and sides, typically square or rectangular and having a lid.,,,,,,,,,,
boyar,a member of the old aristocracy in Russia, next in rank to a prince.,,,,,,,,,,
boyos,an alternative name for the boyo (a young man or boy).,,,,,,,,,,,
bozos,a person who is perceived as being stupid or irritating.,,,,,,,,,,,
brace,make (a damaged limb or joint) strong again by supporting it with a splint, bandage, or other structure.,,,,,,,,,
bract,a specialized leaf or leaflike part, typically small, with a flower or flower cluster in its axil. Bracts are sometimes larger and more brightly colored than the true flower, as in a poinsettia.,,,,,,,,
brads,a slender wire nail with a small, usually square, head.,,,,,,,,,
brags,say something in a boastful manner.,,,,,,,,,,,
braid,interweave or twine (something, especially hair) into a plait or plaits.,,,,,,,,,,
brain,an organ of soft nervous tissue contained in the skull of vertebrates, functioning as the coordinating center of sensation and intellectual and nervous activity.,,,,,,,,,,
brake,a device for slowing or stopping a moving vehicle, typically by applying pressure to the wheels.,,,,,,,,,,
brand,a type of product manufactured by a particular company under a particular name.,,,,,,,,,,,
brans,the hard outer layers of cereal grain removed during the process of milling.,,,,,,,,,,,
brash,self-assertive in a rude, noisy, or overbearing way.,,,,,,,,,
brass,a yellow alloy of copper and zinc.,,,,,,,,,,,
brats,a child, typically a badly behaved one.,,,,,,,,,,
brave,ready to face and endure danger or pain; showing courage.,,,,,,,,,,,
bravo,used to express approval when a performer or other person has done something well.,,,,,,,,,,,
brawl,a rough or noisy fight or quarrel.,,,,,,,,,,,
brawn,physical strength in contrast to intelligence.,,,,,,,,,,,
brays,(of a donkey) utter its characteristic loud harsh cry.,,,,,,,,,,,
braze,join the edges of (metal pieces) by fusing them with solder.,,,,,,,,,,,
bread,food made of flour, water, and yeast or another leavening agent, mixed together and baked.,,,,,,,,
break,separate or cause to separate into pieces as a result of a blow, shock, or strain.,,,,,,,,,
bream,a European freshwater fish of the carp family.,,,,,,,,,,,
breed,(of animals) mate and then produce offspring.,,,,,,,,,,,
brews,make (beer) by soaking, boiling, and fermentation.,,,,,,,,,
briar,a tobacco pipe made from the root of a brier.,,,,,,,,,,,
bribe,offer (someone) money or other incentives to do something illegal or dishonest.,,,,,,,,,,,
brick,a small rectangular block typically made of fired or sun-dried clay, used in building.,,,,,,,,,,
bride,a woman on her wedding day or just before and after the event.,,,,,,,,,,,
