arias,a long, accompanied song for a solo voice, typically one in an opera or oratorio.,,,,,,No,"a long, accompanied song for a solo voice, typically one in an opera or oratorio.",,,,,,"a long, accompanied song for a solo voice, typically one in an opera or oratorio."
arils,a fleshy fruit that contains seeds and is covered by a juicy layer, such as in pomegranates.,,,,,,,No,"a fleshy fruit that contains seeds and is covered by a juicy layer, such as in pomegranates.",,,,,,"a fleshy fruit that contains seeds and is covered by a juicy layer, such as in pomegranates."
arise,(of a problem, opportunity, or situation) emerge; become apparent.,,,,,,No,"(of a problem, opportunity, or situation) emerge; become apparent.",,,,,,"(of a problem, opportunity, or situation) emerge; become apparent."
armed,(of a person or organization) equipped with or carrying weapons as a defense against attack.,,,,,,,,No,(of a person or organization) equipped with or carrying weapons as a defense against attack.,,,,,,(of a person or organization) equipped with or carrying weapons as a defense against attack.
armor,protective clothing worn by soldiers or warriors to protect themselves from being wounded in battle.,,,,,,,,No,protective clothing worn by soldiers or warriors to protect themselves from being wounded in battle.,,,,,,protective clothing worn by soldiers or warriors to protect themselves from being wounded in battle.
aroma,a distinctive, typically pleasant smell.,,,,,,,No,"a distinctive, typically pleasant smell.",,,,,,"a distinctive, typically pleasant smell."
arose,come into existence or action in a particular situation.,,,,,,,,No,come into existence or action in a particular situation.,,,,,,come into existence or action in a particular situation.
array,an impressive display or range of a particular type of thing.,,,,,,,,No,an impressive display or range of a particular type of thing.,,,,,,an impressive display or range of a particular type of thing.
arrow,a shaft sharpened at the front and with feathers or vanes at the back, shot from a bow as a weapon or for sport.,,,,,,,No,"a shaft sharpened at the front and with feathers or vanes at the back, shot from a bow as a weapon or for sport.",,,,,,"a shaft sharpened at the front and with feathers or vanes at the back, shot from a bow as a weapon or for sport."
arses,plural of arse.,,,,,,,,No,plural of arse.,,,,,,plural of arse.
arson,the criminal act of deliberately setting fire to property.,,,,,,,,No,the criminal act of deliberately setting fire to property.,,,,,,the criminal act of deliberately setting fire to property.
artsy,showing an interest in the arts.,,,,,,,,No,showing an interest in the arts.,,,,,,showing an interest in the arts.
asana,a posture adopted in performing hatha yoga.,,,,,,,,No,a posture adopted in performing hatha yoga.,,,,,,a posture adopted in performing hatha yoga.
ascot,a wide scarf arranged in a loop beneath the chin, with the ends tucked into the neckband of a shirt or worn outside the collar of a shirt or jacket.,,,,,,,No,"a wide scarf arranged in a loop beneath the chin, with the ends tucked into the neckband of a shirt or worn outside the collar of a shirt or jacket.",,,,,,"a wide scarf arranged in a loop beneath the chin, with the ends tucked into the neckband of a shirt or worn outside the collar of a shirt or jacket."
ashen,of the pale gray color of ash.,,,,,,,,No,of the pale gray color of ash.,,,,,,of the pale gray color of ash.
ashes,the powdery residue left after the burning of a substance.,,,,,,,,No,the powdery residue left after the burning of a substance.,,,,,,the powdery residue left after the burning of a substance.
aside,to one side; out of the way.,,,,,,,,No,to one side; out of the way.,,,,,,to one side; out of the way.
asked,say something in order to obtain an answer or some information.,,,,,,,,No,say something in order to obtain an answer or some information.,,,,,,say something in order to obtain an answer or some information.
asker,a person who asks a question or seeks information.,,,,,,,,No,a person who asks a question or seeks information.,,,,,,a person who asks a question or seeks information.
askew,not in a straight or level position.,,,,,,,,No,not in a straight or level position.,,,,,,not in a straight or level position.
aspen,a poplar tree with rounded, long-stalked, and typically coarsely toothed leaves that tremble in even a slight breeze.,,,,,,No,"a poplar tree with rounded, long-stalked, and typically coarsely toothed leaves that tremble in even a slight breeze.",,,,,,"a poplar tree with rounded, long-stalked, and typically coarsely toothed leaves that tremble in even a slight breeze."
aspic,a savory jelly containing pieces of meat or seafood that is set in a mold and used to garnish cold meat or to make a savory dish.,,,,,,,,No,a savory jelly containing pieces of meat or seafood that is set in a mold and used to garnish cold meat or to make a savory dish.,,,,,,a savory jelly containing pieces of meat or seafood that is set in a mold and used to garnish cold meat or to make a savory dish.
assay,the testing of a metal or ore to determine its ingredients and quality.,,,,,,,,No,the testing of a metal or ore to determine its ingredients and quality.,,,,,,the testing of a metal or ore to determine its ingredients and quality.
asses,plural of ass.,,,,,,,,No,plural of ass.,,,,,,plural of ass.
asset,a useful or valuable thing, person, or quality.,,,,,,No,"a useful or valuable thing, person, or quality.",,,,,,"a useful or valuable thing, person, or quality."
aster,a plant of the daisy family that bears bright yellow or orange flowers.,,,,,,,,No,a plant of the daisy family that bears bright yellow or orange flowers.,,,,,,a plant of the daisy family that bears bright yellow or orange flowers.
astir,in a state of excited movement.,,,,,,,,No,in a state of excited movement.,,,,,,in a state of excited movement.
asura,a demon or evil spirit of Hindu mythology.,,,,,,,,No,a demon or evil spirit of Hindu mythology.,,,,,,a demon or evil spirit of Hindu mythology.
atlas,a book of maps or charts.,,,,,,,,No,a book of maps or charts.,,,,,,a book of maps or charts.
atman,(the) the spiritual life principle of the universe especially when regarded as inherent in the real self of the individual.,,,,,,,,No,(the) the spiritual life principle of the universe especially when regarded as inherent in the real self of the individual.,,,,,,(the) the spiritual life principle of the universe especially when regarded as inherent in the real self of the individual.
atoll,a ring-shaped reef, island, or chain of islands formed of coral.,,,,,,No,"a ring-shaped reef, island, or chain of islands formed of coral.",,,,,,"a ring-shaped reef, island, or chain of islands formed of coral."
atoms,the basic unit of a chemical element.,,,,,,,,No,the basic unit of a chemical element.,,,,,,the basic unit of a chemical element.
atone,make amends or reparation.,,,,,,,,No,make amends or reparation.,,,,,,make amends or reparation.
atopy,a genetic tendency to develop allergic diseases, such as hay fever, asthma, and atopic dermatitis.,,,,,No,"a genetic tendency to develop allergic diseases, such as hay fever, asthma, and atopic dermatitis.",,,,,,"a genetic tendency to develop allergic diseases, such as hay fever, asthma, and atopic dermatitis."
attic,a space or room just below the roof of a building.,,,,,,,,No,a space or room just below the roof of a building.,,,,,,a space or room just below the roof of a building.
audio,sound, especially when recorded, transmitted, or reproduced.,,,,,No,"sound, especially when recorded, transmitted, or reproduced.",,,,,,"sound, especially when recorded, transmitted, or reproduced."
audit,an official inspection of an individual's or organization's accounts, typically by an independent body.,,,,,,,No,"an official inspection of an individual's or organization's accounts, typically by an independent body.",,,,,,"an official inspection of an individual's or organization's accounts, typically by an independent body."
